38272.0,198,3
P-186,NONE,-1,-1,-1,-1,-1,-1
P-187,U6,81.0,213.0,199.0,165.0,267.0,277.0
P-188,U5,159.0,0.0,192.0,210.0,51.0,278.0
P-189,U2,108.0,0.0,98.0,195.0,56.0,161.0
P-19,NONE,-1,-1,-1,-1,-1,-1
P-190,U1,62.0,0.0,0.0,163.0,52.0,108.0
P-191,NONE,-1,-1,-1,-1,-1,-1
P-192,NONE,-1,-1,-1,-1,-1,-1
P-193,NONE,-1,-1,-1,-1,-1,-1
P-194,U3,115.0,64.0,134.0,163.0,135.0,243.0
P-195,NONE,-1,-1,-1,-1,-1,-1
P-196,NONE,-1,-1,-1,-1,-1,-1
P-197,NONE,-1,-1,-1,-1,-1,-1
P-198,NONE,-1,-1,-1,-1,-1,-1
P-199,U6,165.0,110.0,191.0,232.0,168.0,264.0
P-2,U5,100.0,0.0,173.0,156.0,99.0,254.0
P-20,U5,100.0,0.0,85.0,156.0,106.0,173.0
P-200,NONE,-1,-1,-1,-1,-1,-1
P-201,U3,115.0,141.0,0.0,195.0,217.0,106.0
P-202,U1,100.0,84.0,90.0,152.0,178.0,130.0
P-203,NONE,-1,-1,-1,-1,-1,-1
P-204,NONE,-1,-1,-1,-1,-1,-1
P-205,U1,98.0,271.0,73.0,207.0,318.0,113.0
P-206,U4,158.0,69.0,178.0,205.0,110.0,238.0
P-207,U4,110.0,0.0,74.0,155.0,95.0,144.0
P-208,NONE,-1,-1,-1,-1,-1,-1
P-209,NONE,-1,-1,-1,-1,-1,-1
P-21,NONE,-1,-1,-1,-1,-1,-1
P-210,NONE,-1,-1,-1,-1,-1,-1
P-211,U6,81.0,213.0,0.0,177.0,294.0,95.0
P-212,U4,110.0,0.0,0.0,158.0,105.0,74.0
P-213,NONE,-1,-1,-1,-1,-1,-1
P-214,U6,163.0,0.0,203.0,221.0,61.0,284.0
P-215,U5,0.0,129.0,0.0,89.0,216.0,80.0
P-216,U4,158.0,69.0,60.0,241.0,113.0,124.0
P-217,U4,0.0,48.0,71.0,78.0,120.0,145.0
P-218,U2,107.0,170.0,55.0,197.0,247.0,114.0
P-219,U5,159.0,0.0,0.0,235.0,61.0,94.0
P-22,NONE,-1,-1,-1,-1,-1,-1
P-220,U3,0.0,0.0,50.0,44.0,71.0,154.0
P-221,U3,0.0,168.0,174.0,49.0,212.0,242.0
P-222,U4,110.0,0.0,144.0,151.0,88.0,217.0
P-223,NONE,-1,-1,-1,-1,-1,-1
P-224,U4,0.0,121.0,72.0,56.0,220.0,140.0
P-225,NONE,-1,-1,-1,-1,-1,-1
P-226,U6,96.0,110.0,205.0,156.0,182.0,279.0
P-227,U1,163.0,100.0,0.0,222.0,173.0,96.0
P-228,NONE,-1,-1,-1,-1,-1,-1
P-229,NONE,-1,-1,-1,-1,-1,-1
P-23,U3,0.0,0.0,0.0,51.0,110.0,50.0
P-230,U1,171.0,183.0,108.0,217.0,269.0,156.0
P-231,NONE,-1,-1,-1,-1,-1,-1
P-232,U4,161.0,223.0,122.0,208.0,307.0,189.0
P-233,NONE,-1,-1,-1,-1,-1,-1
P-234,NONE,-1,-1,-1,-1,-1,-1
P-235,NONE,-1,-1,-1,-1,-1,-1
P-236,U4,161.0,121.0,99.0,217.0,212.0,155.0
P-237,NONE,-1,-1,-1,-1,-1,-1
P-238,U4,161.0,121.0,0.0,230.0,223.0,50.0
P-239,NONE,-1,-1,-1,-1,-1,-1
P-24,NONE,-1,-1,-1,-1,-1,-1
P-240,NONE,-1,-1,-1,-1,-1,-1
P-241,NONE,-1,-1,-1,-1,-1,-1
P-242,NONE,-1,-1,-1,-1,-1,-1
P-243,NONE,-1,-1,-1,-1,-1,-1
P-244,NONE,-1,-1,-1,-1,-1,-1
P-245,NONE,-1,-1,-1,-1,-1,-1
P-246,NONE,-1,-1,-1,-1,-1,-1
P-247,U2,45.0,170.0,0.0,107.0,268.0,79.0
P-248,U3,115.0,64.0,0.0,182.0,141.0,52.0
P-249,NONE,-1,-1,-1,-1,-1,-1
P-25,U3,0.0,110.0,60.0,44.0,163.0,137.0
P-250,NONE,-1,-1,-1,-1,-1,-1
P-251,NONE,-1,-1,-1,-1,-1,-1
P-252,U4,0.0,0.0,0.0,110.0,48.0,95.0
P-253,NONE,-1,-1,-1,-1,-1,-1
P-254,NONE,-1,-1,-1,-1,-1,-1
P-255,U5,0.0,0.0,97.0,96.0,64.0,195.0
P-256,NONE,-1,-1,-1,-1,-1,-1
P-257,U3,115.0,141.0,185.0,169.0,208.0,236.0
P-258,U3,115.0,64.0,52.0,170.0,135.0,134.0
P-259,NONE,-1,-1,-1,-1,-1,-1
P-26,U3,182.0,64.0,0.0,238.0,133.0,73.0
P-260,U2,0.0,254.0,60.0,43.0,303.0,159.0
P-261,U3,139.0,0.0,96.0,216.0,42.0,196.0
P-262,NONE,-1,-1,-1,-1,-1,-1
P-263,NONE,-1,-1,-1,-1,-1,-1
P-264,U6,165.0,110.0,83.0,233.0,170.0,191.0
P-265,U3,0.0,110.0,0.0,47.0,168.0,60.0
P-266,U4,161.0,223.0,61.0,214.0,311.0,122.0
P-267,NONE,-1,-1,-1,-1,-1,-1
P-268,NONE,-1,-1,-1,-1,-1,-1
P-269,U1,0.0,0.0,103.0,58.0,74.0,159.0
P-27,U2,45.0,268.0,0.0,107.0,317.0,93.0
P-270,U4,0.0,226.0,164.0,47.0,278.0,234.0
P-271,U3,0.0,221.0,96.0,41.0,265.0,188.0
P-272,U3,137.0,221.0,90.0,212.0,285.0,130.0
P-273,U5,0.0,216.0,155.0,79.0,301.0,226.0
P-274,U6,0.0,0.0,171.0,88.0,110.0,246.0
P-275,U6,177.0,213.0,194.0,222.0,287.0,271.0
P-276,U2,45.0,268.0,93.0,107.0,314.0,162.0
P-277,U5,89.0,129.0,0.0,197.0,234.0,54.0
P-278,NONE,-1,-1,-1,-1,-1,-1
P-279,NONE,-1,-1,-1,-1,-1,-1
P-28,U3,51.0,64.0,0.0,115.0,159.0,81.0
P-280,U4,161.0,223.0,0.0,214.0,313.0,61.0
P-281,NONE,-1,-1,-1,-1,-1,-1
P-282,U5,89.0,129.0,54.0,196.0,183.0,146.0
P-283,U5,0.0,0.0,0.0,100.0,66.0,97.0
P-284,U5,185.0,234.0,0.0,237.0,304.0,110.0
P-285,U5,0.0,66.0,109.0,81.0,120.0,217.0
P-286,NONE,-1,-1,-1,-1,-1,-1
P-287,NONE,-1,-1,-1,-1,-1,-1
P-288,NONE,-1,-1,-1,-1,-1,-1
P-289,NONE,-1,-1,-1,-1,-1,-1
P-29,U2,45.0,170.0,79.0,98.0,256.0,141.0
P-290,NONE,-1,-1,-1,-1,-1,-1
P-291,U3,42.0,278.0,0.0,123.0,318.0,74.0
P-292,NONE,-1,-1,-1,-1,-1,-1
P-293,NONE,-1,-1,-1,-1,-1,-1
P-294,NONE,-1,-1,-1,-1,-1,-1
P-295,U5,89.0,183.0,54.0,158.0,232.0,163.0
P-296,NONE,-1,-1,-1,-1,-1,-1
P-297,U6,95.0,0.0,0.0,163.0,103.0,101.0
P-298,NONE,-1,-1,-1,-1,-1,-1
P-299,U5,0.0,216.0,72.0,80.0,303.0,155.0
P-3,U4,158.0,0.0,123.0,200.0,51.0,224.0
P-30,NONE,-1,-1,-1,-1,-1,-1
P-300,U6,96.0,110.0,0.0,165.0,207.0,101.0
P-301,NONE,-1,-1,-1,-1,-1,-1
P-302,NONE,-1,-1,-1,-1,-1,-1
P-303,NONE,-1,-1,-1,-1,-1,-1
P-304,U4,0.0,121.0,140.0,51.0,189.0,229.0
P-305,U3,51.0,64.0,139.0,104.0,127.0,197.0
P-306,NONE,-1,-1,-1,-1,-1,-1
P-307,U1,0.0,271.0,70.0,96.0,314.0,152.0
P-308,NONE,-1,-1,-1,-1,-1,-1
P-309,NONE,-1,-1,-1,-1,-1,-1
P-31,NONE,-1,-1,-1,-1,-1,-1
P-310,U5,89.0,234.0,232.0,154.0,293.0,275.0
P-311,NONE,-1,-1,-1,-1,-1,-1
P-312,U1,100.0,84.0,0.0,156.0,181.0,90.0
P-313,U2,48.0,75.0,57.0,102.0,166.0,111.0
P-314,NONE,-1,-1,-1,-1,-1,-1
P-315,U3,0.0,168.0,99.0,53.0,218.0,174.0
P-316,NONE,-1,-1,-1,-1,-1,-1
P-317,U2,48.0,75.0,111.0,101.0,161.0,161.0
P-318,NONE,-1,-1,-1,-1,-1,-1
P-319,U6,177.0,213.0,0.0,225.0,314.0,102.0
P-32,U1,0.0,271.0,0.0,98.0,315.0,70.0
P-320,U5,0.0,66.0,217.0,64.0,119.0,274.0
P-321,NONE,-1,-1,-1,-1,-1,-1
P-322,NONE,-1,-1,-1,-1,-1,-1
P-323,U2,108.0,0.0,0.0,205.0,72.0,98.0
P-324,U5,197.0,129.0,147.0,237.0,170.0,215.0
P-325,NONE,-1,-1,-1,-1,-1,-1
P-326,U2,0.0,170.0,0.0,45.0,254.0,51.0
P-327,U1,0.0,84.0,100.0,44.0,180.0,158.0
P-328,NONE,-1,-1,-1,-1,-1,-1
P-329,U4,56.0,226.0,118.0,150.0,291.0,176.0
P-33,U3,137.0,221.0,0.0,226.0,294.0,90.0
P-330,NONE,-1,-1,-1,-1,-1,-1
P-331,U2,107.0,170.0,114.0,195.0,241.0,157.0
P-332,NONE,-1,-1,-1,-1,-1,-1
P-333,U5,0.0,216.0,0.0,85.0,316.0,72.0
P-334,NONE,-1,-1,-1,-1,-1,-1
P-335,U3,42.0,221.0,0.0,137.0,278.0,91.0
P-336,U3,182.0,64.0,73.0,231.0,132.0,145.0
P-337,U3,42.0,278.0,74.0,119.0,318.0,176.0
P-338,NONE,-1,-1,-1,-1,-1,-1
P-339,NONE,-1,-1,-1,-1,-1,-1
P-34,NONE,-1,-1,-1,-1,-1,-1
P-340,NONE,-1,-1,-1,-1,-1,-1
P-341,NONE,-1,-1,-1,-1,-1,-1
P-342,NONE,-1,-1,-1,-1,-1,-1
P-343,NONE,-1,-1,-1,-1,-1,-1
P-344,NONE,-1,-1,-1,-1,-1,-1
P-345,U5,89.0,129.0,234.0,167.0,176.0,277.0
P-346,U6,0.0,0.0,88.0,95.0,110.0,171.0
P-347,NONE,-1,-1,-1,-1,-1,-1
P-348,NONE,-1,-1,-1,-1,-1,-1
P-349,NONE,-1,-1,-1,-1,-1,-1
P-35,NONE,-1,-1,-1,-1,-1,-1
P-350,U4,158.0,0.0,0.0,243.0,69.0,60.0
P-351,NONE,-1,-1,-1,-1,-1,-1
P-352,U4,57.0,121.0,135.0,146.0,164.0,201.0
P-353,U4,0.0,48.0,145.0,61.0,118.0,211.0
P-354,NONE,-1,-1,-1,-1,-1,-1
P-355,U2,0.0,254.0,0.0,45.0,306.0,60.0
P-356,U6,0.0,110.0,173.0,95.0,187.0,272.0
P-357,U5,197.0,170.0,147.0,237.0,226.0,205.0
P-358,NONE,-1,-1,-1,-1,-1,-1
P-359,NONE,-1,-1,-1,-1,-1,-1
P-36,U6,0.0,213.0,206.0,80.0,299.0,284.0
P-360,U4,0.0,226.0,84.0,53.0,302.0,164.0
P-361,NONE,-1,-1,-1,-1,-1,-1
P-362,NONE,-1,-1,-1,-1,-1,-1
P-363,U3,115.0,141.0,106.0,182.0,213.0,185.0
P-364,NONE,-1,-1,-1,-1,-1,-1
P-365,U6,0.0,0.0,0.0,95.0,110.0,88.0
P-366,U4,56.0,226.0,0.0,161.0,297.0,56.0
P-367,NONE,-1,-1,-1,-1,-1,-1
P-368,NONE,-1,-1,-1,-1,-1,-1
P-369,NONE,-1,-1,-1,-1,-1,-1
P-37,U3,55.0,168.0,0.0,114.0,219.0,76.0
P-370,NONE,-1,-1,-1,-1,-1,-1
P-371,U1,62.0,0.0,108.0,153.0,48.0,160.0
P-372,NONE,-1,-1,-1,-1,-1,-1
P-373,NONE,-1,-1,-1,-1,-1,-1
P-374,NONE,-1,-1,-1,-1,-1,-1
P-375,U3,182.0,64.0,145.0,230.0,131.0,242.0
P-376,NONE,-1,-1,-1,-1,-1,-1
P-377,NONE,-1,-1,-1,-1,-1,-1
P-378,U3,139.0,0.0,0.0,228.0,59.0,53.0
P-379,NONE,-1,-1,-1,-1,-1,-1
P-38,NONE,-1,-1,-1,-1,-1,-1
P-380,U3,0.0,0.0,154.0,41.0,56.0,216.0
P-381,U1,0.0,183.0,92.0,48.0,247.0,161.0
P-382,U2,107.0,272.0,0.0,213.0,315.0,102.0
P-383,NONE,-1,-1,-1,-1,-1,-1
P-384,NONE,-1,-1,-1,-1,-1,-1
P-385,U4,0.0,0.0,193.0,64.0,40.0,241.0
P-386,NONE,-1,-1,-1,-1,-1,-1
P-387,U3,0.0,221.0,0.0,42.0,268.0,96.0
P-388,U2,109.0,75.0,0.0,208.0,164.0,97.0
P-389,NONE,-1,-1,-1,-1,-1,-1
P-39,NONE,-1,-1,-1,-1,-1,-1
P-390,NONE,-1,-1,-1,-1,-1,-1
P-391,U2,109.0,75.0,97.0,182.0,162.0,162.0
P-392,NONE,-1,-1,-1,-1,-1,-1
P-393,U3,42.0,221.0,91.0,107.0,268.0,135.0
P-394,U6,0.0,213.0,0.0,81.0,303.0,109.0
P-395,NONE,-1,-1,-1,-1,-1,-1
P-396,NONE,-1,-1,-1,-1,-1,-1
P-397,NONE,-1,-1,-1,-1,-1,-1
P-398,U1,68.0,183.0,0.0,171.0,268.0,52.0
P-399,NONE,-1,-1,-1,-1,-1,-1
P-4,U2,0.0,0.0,0.0,108.0,75.0,56.0
P-40,U2,0.0,170.0,51.0,45.0,240.0,141.0
P-400,NONE,-1,-1,-1,-1,-1,-1
P-41,U6,81.0,213.0,95.0,171.0,281.0,199.0
P-42,U4,57.0,175.0,83.0,119.0,216.0,192.0
P-43,U1,171.0,183.0,0.0,222.0,269.0,108.0
P-44,U2,107.0,272.0,102.0,191.0,312.0,151.0
P-45,U5,89.0,234.0,75.0,180.0,315.0,147.0
P-46,U4,56.0,226.0,56.0,150.0,297.0,118.0
P-47,NONE,-1,-1,-1,-1,-1,-1
P-48,NONE,-1,-1,-1,-1,-1,-1
P-49,U5,197.0,129.0,78.0,237.0,229.0,147.0
P-5,U3,51.0,0.0,0.0,139.0,64.0,58.0
P-50,U6,96.0,110.0,101.0,160.0,183.0,205.0
P-51,NONE,-1,-1,-1,-1,-1,-1
P-52,NONE,-1,-1,-1,-1,-1,-1
P-53,U3,0.0,110.0,137.0,44.0,163.0,243.0
P-54,NONE,-1,-1,-1,-1,-1,-1
P-55,NONE,-1,-1,-1,-1,-1,-1
P-56,NONE,-1,-1,-1,-1,-1,-1
P-57,U3,51.0,0.0,58.0,134.0,64.0,117.0
P-58,U2,107.0,170.0,0.0,202.0,272.0,55.0
P-59,NONE,-1,-1,-1,-1,-1,-1
P-6,U4,0.0,226.0,0.0,56.0,317.0,84.0
P-60,NONE,-1,-1,-1,-1,-1,-1
P-61,U2,0.0,75.0,0.0,109.0,170.0,57.0
P-62,NONE,-1,-1,-1,-1,-1,-1
P-63,NONE,-1,-1,-1,-1,-1,-1
P-64,NONE,-1,-1,-1,-1,-1,-1
P-65,NONE,-1,-1,-1,-1,-1,-1
P-66,U3,55.0,168.0,76.0,102.0,218.0,162.0
P-67,NONE,-1,-1,-1,-1,-1,-1
P-68,U6,177.0,213.0,102.0,223.0,294.0,194.0
P-69,U4,161.0,121.0,155.0,208.0,175.0,239.0
P-7,NONE,-1,-1,-1,-1,-1,-1
P-70,NONE,-1,-1,-1,-1,-1,-1
P-71,U5,159.0,61.0,183.0,202.0,121.0,282.0
P-72,NONE,-1,-1,-1,-1,-1,-1
P-73,U6,95.0,0.0,101.0,158.0,86.0,205.0
P-74,NONE,-1,-1,-1,-1,-1,-1
P-75,U3,195.0,141.0,0.0,238.0,215.0,85.0
P-76,U1,68.0,223.0,52.0,160.0,263.0,148.0
P-77,NONE,-1,-1,-1,-1,-1,-1
P-78,U3,195.0,141.0,85.0,237.0,215.0,189.0
P-79,NONE,-1,-1,-1,-1,-1,-1
P-8,NONE,-1,-1,-1,-1,-1,-1
P-80,U3,139.0,0.0,53.0,224.0,44.0,96.0
P-81,NONE,-1,-1,-1,-1,-1,-1
P-82,U6,163.0,0.0,106.0,234.0,66.0,203.0
P-83,NONE,-1,-1,-1,-1,-1,-1
P-84,NONE,-1,-1,-1,-1,-1,-1
P-85,NONE,-1,-1,-1,-1,-1,-1
P-86,U5,185.0,234.0,214.0,226.0,297.0,279.0
P-87,NONE,-1,-1,-1,-1,-1,-1
P-88,NONE,-1,-1,-1,-1,-1,-1
P-89,NONE,-1,-1,-1,-1,-1,-1
P-9,U4,0.0,48.0,0.0,88.0,121.0,71.0
P-90,NONE,-1,-1,-1,-1,-1,-1
P-91,NONE,-1,-1,-1,-1,-1,-1
P-92,U3,51.0,64.0,81.0,109.0,129.0,139.0
P-93,U1,0.0,183.0,0.0,68.0,271.0,92.0
P-94,U5,159.0,61.0,0.0,226.0,127.0,98.0
P-95,NONE,-1,-1,-1,-1,-1,-1
P-96,NONE,-1,-1,-1,-1,-1,-1
P-97,U2,0.0,0.0,101.0,93.0,53.0,154.0
P-98,NONE,-1,-1,-1,-1,-1,-1
P-99,NONE,-1,-1,-1,-1,-1,-1
